Idade,Tipo_escola,Escolaridade,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Horario_Estudando,Tablet próprio,Internet wifi,Celular compartilhado com outro familiar,Internet 4G,Computador,Tablet compartilhado,Celular próprio
0.23076923076923084,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3076923076923077,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.20000000000000004,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.25,0.0,0.0,0.5,1.0,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.20000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.20000000000000004,0.4000000000000001,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.30000000000000004,0.4000000000000001,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.20000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.20000000000000004,0.6000000000000001,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.6000000000000001,0.4000000000000001,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.4,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.30000000000000004,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.20000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.3846153846153846,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.1,0.2,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.25,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.07692307692307687,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,0.4000000000000001,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.6000000000000001,0.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.1,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,0.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3846153846153846,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.4,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.30000000000000004,0.6000000000000001,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.20000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,1.0,0.75,0.6666666666666666,1.0,0.0,0.4,0.2,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.4,0.4000000000000001,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.20000000000000004,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3846153846153846,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.4,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.20000000000000004,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.30000000000000004,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.5000000000000001,0.6000000000000001,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.20000000000000004,0.8,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.75,0.0,1.0,0.0,0.20000000000000004,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.25,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.30000000000000004,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.25,0.0,1.0,0.0,1.0,1.0,0.0,0.4,0.4000000000000001,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.20000000000000004,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.30000000000000004,0.2,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.20000000000000004,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.20000000000000004,0.2,0.75,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.30000000000000004,0.2,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.30000000000000004,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.4,0.4000000000000001,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.20000000000000004,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.20000000000000004,0.4000000000000001,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.30000000000000004,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.30000000000000004,0.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.30000000000000004,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4,0.2,0.25,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.5000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.07692307692307687,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.30000000000000004,0.8,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.20000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.4,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3846153846153846,0.0,0.0,0.0,1.0,0.75,0.3333333333333333,1.0,0.0,0.30000000000000004,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.4615384615384617,1.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.30000000000000004,0.4000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.30000000000000004,0.2,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.20000000000000004,0.4000000000000001,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.20000000000000004,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.30000000000000004,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.20000000000000004,0.2,0.25,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.25,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,0.30000000000000004,0.2,0.25,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5000000000000001,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.30000000000000004,0.2,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,0.30000000000000004,0.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.30000000000000004,0.0,0.75,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,1.0,0.75,0.6666666666666666,1.0,0.0,0.20000000000000004,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.23076923076923084,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.20000000000000004,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.30000000000000004,0.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.20000000000000004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8,0.2,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3846153846153846,0.0,0.0,1.0,0.0,0.25,1.0,1.0,0.0,0.4,0.4000000000000001,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.20000000000000004,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.1,0.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.23076923076923084,1.0,0.0,0.0,0.0,0.75,0.6666666666666666,1.0,0.0,0.30000000000000004,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.20000000000000004,0.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.23076923076923084,1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.30000000000000004,0.4000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.30000000000000004,0.2,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.4615384615384617,0.0,0.0,1.0,0.0,0.25,0.3333333333333333,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.23076923076923084,1.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.30000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.20000000000000004,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.75,1.0,1.0,0.0,0.30000000000000004,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.4,0.4000000000000001,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.20000000000000004,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.30000000000000004,0.2,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.4,0.4000000000000001,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.30000000000000004,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,1.0,0.0,0.20000000000000004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.30000000000000004,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.15384615384615374,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.1,0.4000000000000001,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.07692307692307687,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.20000000000000004,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3846153846153846,0.0,0.0,0.0,1.0,0.25,0.3333333333333333,1.0,0.0,0.4,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.75,0.6666666666666666,1.0,0.0,0.20000000000000004,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.30000000000000004,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.15384615384615374,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.6000000000000001,0.4000000000000001,0.75,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.23076923076923084,0.0,0.0,0.0,1.0,0.25,1.0,1.0,0.0,0.4,0.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.4615384615384617,0.0,0.0,0.0,1.0,0.75,0.6666666666666666,1.0,0.0,0.4,0.0,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0
